Date,Average weight (kg),Max weight (kg),Min weight (kg),Calories (kcal),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Step count,Distance (m),Average speed (m/s),Max speed (m/s),Min speed (m/s),Move Minutes count,Cycling duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Pilates duration (ms),Treadmill running duration (ms),Treadmill walking duration (ms),Yoga duration (ms)
2019-10-22,,,,1595.9328096524953,12.0,12,28.4728133,77.047437,28.4796248,77.0637116,,,,3387,1716.8137531280518,0.9590001649554408,16.516019821166992,0.2767130732536316,42,,82278531,2270834,198536,,,,
2019-10-23,,,,1606.3900002623006,24.0,24,28.4778455,77.0606733,28.4815494,77.0713876,,,,4854,2688.833903312683,0.8802790259612951,3.0012025833129883,0.2761981785297394,52,,83300956,2906517,,,,,
2019-10-24,,,,1591.807609152991,24.0,24,28.4783825,77.060628,28.4799197,77.064001,,,,4402,2446.5541768968105,0.7675591041069658,3.8330235481262207,0.4826625883579254,49,,83285702,2646717,,,,,
2019-10-25,,,,1587.9115117236752,15.0,15,29.3827121,76.9569245,29.3831304,76.9572741,,,,4338,1765.214841902256,1.7563795955273944,27.228452682495117,0.27214887738227844,54,,66082740,2577304,,,,,
2019-10-26,,,,1525.1425192979727,7.0,7,29.3829135,76.9570916,29.383024,76.9574348,,,,1956,874.0927939414978,0.8287280949652467,7.766454696655273,0.24940429627895355,20,,82000056,1459004,,,,,
2019-10-27,,,,1565.0116213100953,1.0,1,,,,,,,,2720,867.1566290855408,0.9796650817197221,4.65337610244751,0.2729290723800659,41,,82622385,2169315,,,,,
2019-10-28,,,,1477.3665726474112,,,,,,,,,,750,230.9722764492035,2.2641833664743642,76.0,0.26713505387306213,9,,78817349,607825,,,,,
2019-10-29,,,,1443.2499605675273,,,,,,,,,,202,92.91424012184143,4.30612923624648,92.0,0.253402441740036,1,,70700050,,,,,,
2019-10-30,,,,1445.4249687569522,,,,,,,,,,86,,,,,,,86361251,38749,,,,,
2019-10-31,,,,1443.2500124873393,,,,,,,,,,56,,,,,,,86157342,,,,,,
2019-11-01,,,,1531.0161457387023,10.0,10,28.4729683,77.047369,28.4741721,77.048415,,,,2750,1672.6357543468475,0.533116556430224,1.4326246976852417,0.253402441740036,29,,82859189,1563651,,,,,
2019-11-02,,,,1505.9829842534245,5.0,5,28.4734875,77.0474684,28.4746552,77.0482523,,,,1482,823.9727029800415,0.6195976496488049,1.2889033555984497,0.2815582752227783,17,,77104804,1117657,,,,,
2019-11-03,,,,1557.6161656294146,3.0,3,28.4784138,77.0608233,28.4812155,77.0653892,,,,3427,1847.921450138092,0.4261537299150943,1.3857686519622803,0.050655197352170944,41,,84311942,2037558,,,,,
2019-11-04,,,,1620.000546488354,18.0,18,28.4782758,77.0607467,28.4818057,77.0686315,,,,5100,2922.0862955302,0.38767632431521615,1.182396411895752,0.2815582752227783,55,,82596753,3149002,,,,,
2019-11-05,,,,1458.8943577361965,,,,,,,,,,544,226.84300231933594,0.46171203639733654,0.8419387936592102,0.2815583050251007,5,,85353429,278721,,,,,
2019-11-06,,,,1568.1273875126076,18.0,18,28.4784516,77.0633253,28.4808467,77.0692374,,,,3923,2106.283141374588,0.4764558670637152,1.1722993850708008,0.2815582752227783,41,,83923950,2224827,,,,,
